DEBUG: General     , 1659407308686> LoggerManager.init                  > Initializing...
LOG  : General     , 1659409196644> 9,727,144> Zombie: removing stale zombie 5000 id=19747
LOG  : General     , 1659409197842> 9,728,343> 1659409197842 znet: ZNetFriends::OnPersonaStateChange
DEBUG: Vehicle     , 1659409204893> 9,735,393> CarController.<init>                > Vehicle vid=246 type=Base.CarNormal has been added at (12729.500000;4971.500000;0.333060) auth=vid:Base.CarNormal(246) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659409210776> 9,741,277> CarController.<init>                > Vehicle vid=247 type=Base.SmallCar02 has been added at (12729.500000;4968.000488;0.283010) auth=vid:Base.SmallCar02(247) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659409210859> 9,741,360> CarController.<init>                > Vehicle vid=245 type=Base.SmallCar02 has been added at (12776.000977;4963.500000;0.283010) auth=vid:Base.SmallCar02(245) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659409210860> 9,741,361> CarController.<init>                > Vehicle vid=244 type=Base.SmallCar has been added at (12772.500000;4963.500000;0.222950) auth=vid:Base.SmallCar(244) pid:(-1) auth=Server static=false active=false
DEBUG: Multiplayer , 1659409216125> 9,746,626> ItemTransactionManager.receiveOnClient> 2 [ 1769583297 : -1 => -1 ]
DEBUG: Multiplayer , 1659409216526> 9,747,026> ItemTransactionManager.receiveOnClient> 2 [ 537609197 : -1 => -1 ]
DEBUG: Multiplayer , 1659409216964> 9,747,464> ItemTransactionManager.receiveOnClient> 2 [ 2096546058 : -1 => -1 ]
DEBUG: Multiplayer , 1659409217361> 9,747,862> ItemTransactionManager.receiveOnClient> 2 [ 1245143343 : -1 => -1 ]
DEBUG: Vehicle     , 1659409231026> 9,761,527> CarController.<init>                > Vehicle vid=246 type=Base.CarNormal has been added at (12729.500000;4971.500000;0.333060) auth=vid:Base.CarNormal(246) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659409233692> 9,764,193> CarController.<init>                > Vehicle vid=246 type=Base.CarNormal has been added at (12729.500000;4971.500000;0.333060) auth=vid:Base.CarNormal(246) pid:(-1) auth=Server static=false active=false
LOG  : General     , 1659409239559> 9,770,061> bugged action, cleared queue 	ISOpenVehicleDoor
DEBUG: Multiplayer , 1659409272208> 9,802,709> ItemTransactionManager.receiveOnClient> 2 [ 1679890494 : 813238156 => -1 ]
DEBUG: Multiplayer , 1659409289724> 9,820,226> ItemTransactionManager.receiveOnClient> 2 [ 1573036374 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409289725> 9,820,226> ItemTransactionManager.receiveOnClient> 2 [ 838894908 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409289741> 9,820,243> ItemTransactionManager.receiveOnClient> 2 [ 1602890306 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409289774> 9,820,276> ItemTransactionManager.receiveOnClient> 2 [ 1639993666 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409289775> 9,820,276> ItemTransactionManager.receiveOnClient> 2 [ 1998021809 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409290141> 9,820,643> ItemTransactionManager.receiveOnClient> 2 [ 1610254876 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409295941> 9,826,443> ItemTransactionManager.receiveOnClient> 2 [ 919367613 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409297490> 9,827,993> ItemTransactionManager.receiveOnClient> 2 [ 1351403810 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409325257> 9,855,759> ItemTransactionManager.receiveOnClient> 2 [ 1626935712 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409326807> 9,857,309> ItemTransactionManager.receiveOnClient> 2 [ 1235003576 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409328374> 9,858,876> ItemTransactionManager.receiveOnClient> 2 [ 408625808 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409329940> 9,860,443> ItemTransactionManager.receiveOnClient> 2 [ 1386045024 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409331506> 9,862,009> ItemTransactionManager.receiveOnClient> 2 [ 1765250684 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409333073> 9,863,576> ItemTransactionManager.receiveOnClient> 2 [ 1972498100 : -1 => 813238156 ]
DEBUG: Vehicle     , 1659409344008> 9,874,511> CarController.<init>                > Vehicle vid=246 type=Base.CarNormal has been added at (12729.500000;4971.500000;0.333060) auth=vid:Base.CarNormal(246) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659409349490> 9,879,993> CarController.<init>                > Vehicle vid=247 type=Base.SmallCar02 has been added at (12729.500000;4968.000488;0.283010) auth=vid:Base.SmallCar02(247) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659409349574> 9,880,077> CarController.<init>                > Vehicle vid=245 type=Base.SmallCar02 has been added at (12776.000977;4963.500000;0.283010) auth=vid:Base.SmallCar02(245) pid:(-1) auth=Server static=false active=false
DEBUG: Vehicle     , 1659409349575> 9,880,078> CarController.<init>                > Vehicle vid=244 type=Base.SmallCar has been added at (12772.500000;4963.500000;0.222950) auth=vid:Base.SmallCar(244) pid:(-1) auth=Server static=false active=false
LOG  : General     , 1659409362270> 9,892,774> ERROR: Missing translation "IGUI_ItemCat_MaleBody"
LOG  : General     , 1659409365856> 9,896,359> 1659409365856 znet: ZNetFriends::OnPersonaStateChange
DEBUG: Multiplayer , 1659409421854> 9,952,359> ItemTransactionManager.receiveOnClient> 2 [ 1286924031 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409421893> 9,952,398> ItemTransactionManager.receiveOnClient> 2 [ 423093020 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409421947> 9,952,451> ItemTransactionManager.receiveOnClient> 2 [ 2069962682 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409421985> 9,952,489> ItemTransactionManager.receiveOnClient> 2 [ 1526228870 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409422047> 9,952,551> ItemTransactionManager.receiveOnClient> 2 [ 1314242527 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409422094> 9,952,598> ItemTransactionManager.receiveOnClient> 2 [ 796446612 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409422145> 9,952,649> ItemTransactionManager.receiveOnClient> 2 [ 2101075240 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409422195> 9,952,699> ItemTransactionManager.receiveOnClient> 2 [ 1193178014 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409422247> 9,952,751> ItemTransactionManager.receiveOnClient> 2 [ 349685623 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409422293> 9,952,797> ItemTransactionManager.receiveOnClient> 2 [ 1892797595 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409422322> 9,952,826> ItemTransactionManager.receiveOnClient> 2 [ 1772996613 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409422373> 9,952,878> ItemTransactionManager.receiveOnClient> 2 [ 1501360964 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409422422> 9,952,926> ItemTransactionManager.receiveOnClient> 2 [ 732238402 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409422472> 9,952,976> ItemTransactionManager.receiveOnClient> 2 [ 2047211175 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409422511> 9,953,016> ItemTransactionManager.receiveOnClient> 2 [ 357936188 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409422572> 9,953,076> ItemTransactionManager.receiveOnClient> 2 [ 1912061078 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409422614> 9,953,118> ItemTransactionManager.receiveOnClient> 2 [ 1707159638 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409422672> 9,953,176> ItemTransactionManager.receiveOnClient> 2 [ 1326220696 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409422722> 9,953,226> ItemTransactionManager.receiveOnClient> 2 [ 357738650 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409422760> 9,953,264> ItemTransactionManager.receiveOnClient> 2 [ 1719176153 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409422812> 9,953,316> ItemTransactionManager.receiveOnClient> 2 [ 54942203 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409422873> 9,953,377> ItemTransactionManager.receiveOnClient> 2 [ 721404226 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409422922> 9,953,426> ItemTransactionManager.receiveOnClient> 2 [ 1825548055 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409422961> 9,953,465> ItemTransactionManager.receiveOnClient> 2 [ 163995545 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409423023> 9,953,528> ItemTransactionManager.receiveOnClient> 2 [ 1179035929 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409423061> 9,953,565> ItemTransactionManager.receiveOnClient> 2 [ 1575740152 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409423122> 9,953,626> ItemTransactionManager.receiveOnClient> 2 [ 2022245985 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409423161> 9,953,665> ItemTransactionManager.receiveOnClient> 2 [ 437691078 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409423222> 9,953,726> ItemTransactionManager.receiveOnClient> 2 [ 1733906455 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409423264> 9,953,769> ItemTransactionManager.receiveOnClient> 2 [ 1875174344 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409423322> 9,953,826> ItemTransactionManager.receiveOnClient> 2 [ 1544403572 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409423372> 9,953,877> ItemTransactionManager.receiveOnClient> 2 [ 1922734540 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409423423> 9,953,927> ItemTransactionManager.receiveOnClient> 2 [ 332947777 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409423472> 9,953,976> ItemTransactionManager.receiveOnClient> 2 [ 1872036309 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409423588> 9,954,093> ItemTransactionManager.receiveOnClient> 2 [ 933656046 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409423711> 9,954,215> ItemTransactionManager.receiveOnClient> 2 [ 1472659911 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409423827> 9,954,331> ItemTransactionManager.receiveOnClient> 2 [ 1814887229 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409423938> 9,954,443> ItemTransactionManager.receiveOnClient> 2 [ 735065665 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409424060> 9,954,565> ItemTransactionManager.receiveOnClient> 2 [ 1632044565 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409424161> 9,954,666> ItemTransactionManager.receiveOnClient> 2 [ 1966233037 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409424288> 9,954,793> ItemTransactionManager.receiveOnClient> 2 [ 1481825817 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409424415> 9,954,920> ItemTransactionManager.receiveOnClient> 2 [ 1456404198 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409424521> 9,955,026> ItemTransactionManager.receiveOnClient> 2 [ 1050421124 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409424638> 9,955,143> ItemTransactionManager.receiveOnClient> 2 [ 465679686 : -1 => 813238156 ]
LOG  : General     , 1659409435355> 9,965,860> 1659409435355 znet: ZNetFriends::OnPersonaStateChange
DEBUG: Multiplayer , 1659409442706> 9,973,211> ItemTransactionManager.receiveOnClient> 2 [ 655877013 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409442738> 9,973,243> ItemTransactionManager.receiveOnClient> 2 [ 1987440142 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409442811> 9,973,316> ItemTransactionManager.receiveOnClient> 2 [ 347505586 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409442860> 9,973,365> ItemTransactionManager.receiveOnClient> 2 [ 975200198 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409442910> 9,973,415> ItemTransactionManager.receiveOnClient> 2 [ 1421264550 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409442960> 9,973,465> ItemTransactionManager.receiveOnClient> 2 [ 626481147 : -1 => 813238156 ]
DEBUG: Multiplayer , 1659409442988> 9,973,493> ItemTransactionManager.receiveOnClient> 2 [ 1671015043 : -1 => 813238156 ]
LOG  : General     , 1659409444508> 9,975,013> Zombie: removing stale zombie 5000 id=19717
LOG  : General     , 1659409445256> 9,975,762> Zombie: removing stale zombie 5000 id=20054
LOG  : General     , 1659409445589> 9,976,094> Zombie: removing stale zombie 5000 id=19679
LOG  : General     , 1659409445605> 9,976,110> Zombie: removing stale zombie 5000 id=19643
LOG  : General     , 1659409445639> 9,976,144> Zombie: removing stale zombie 5000 id=20053
DEBUG: Multiplayer , 1659409450505> 9,981,009> ItemTransactionManager.receiveOnClient> 2 [ 1314242527 : 813238156 => -1 ]
DEBUG: Multiplayer , 1659409450621> 9,981,126> ItemTransactionManager.receiveOnClient> 2 [ 796446612 : 813238156 => -1 ]
DEBUG: Multiplayer , 1659409450755> 9,981,259> ItemTransactionManager.receiveOnClient> 2 [ 2101075240 : 813238156 => -1 ]
DEBUG: Multiplayer , 1659409450888> 9,981,393> ItemTransactionManager.receiveOnClient> 2 [ 1193178014 : 813238156 => -1 ]
DEBUG: Multiplayer , 1659409451021> 9,981,526> ItemTransactionManager.receiveOnClient> 2 [ 349685623 : 813238156 => -1 ]
DEBUG: Multiplayer , 1659409451155> 9,981,659> ItemTransactionManager.receiveOnClient> 2 [ 1892797595 : 813238156 => -1 ]
DEBUG: Multiplayer , 1659409451288> 9,981,793> ItemTransactionManager.receiveOnClient> 2 [ 1772996613 : 813238156 => -1 ]
DEBUG: Multiplayer , 1659409451421> 9,981,926> ItemTransactionManager.receiveOnClient> 2 [ 655877013 : 813238156 => -1 ]
DEBUG: Multiplayer , 1659409451554> 9,982,059> ItemTransactionManager.receiveOnClient> 2 [ 1501360964 : 813238156 => -1 ]
DEBUG: Multiplayer , 1659409451690> 9,982,194> ItemTransactionManager.receiveOnClient> 2 [ 732238402 : 813238156 => -1 ]
DEBUG: Multiplayer , 1659409451821> 9,982,326> ItemTransactionManager.receiveOnClient> 2 [ 2047211175 : 813238156 => -1 ]
DEBUG: Multiplayer , 1659409451954> 9,982,459> ItemTransactionManager.receiveOnClient> 2 [ 357936188 : 813238156 => -1 ]
DEBUG: Multiplayer , 1659409452088> 9,982,593> ItemTransactionManager.receiveOnClient> 2 [ 1912061078 : 813238156 => -1 ]
DEBUG: Multiplayer , 1659409452221> 9,982,726> ItemTransactionManager.receiveOnClient> 2 [ 1707159638 : 813238156 => -1 ]
DEBUG: Multiplayer , 1659409452354> 9,982,859> ItemTransactionManager.receiveOnClient> 2 [ 1326220696 : 813238156 => -1 ]
DEBUG: Multiplayer , 1659409452488> 9,982,993> ItemTransactionManager.receiveOnClient> 2 [ 357738650 : 813238156 => -1 ]
DEBUG: Multiplayer , 1659409452621> 9,983,126> ItemTransactionManager.receiveOnClient> 2 [ 1719176153 : 813238156 => -1 ]
DEBUG: Multiplayer , 1659409452754> 9,983,259> ItemTransactionManager.receiveOnClient> 2 [ 54942203 : 813238156 => -1 ]
DEBUG: Multiplayer , 1659409452887> 9,983,393> ItemTransactionManager.receiveOnClient> 2 [ 721404226 : 813238156 => -1 ]
DEBUG: Multiplayer , 1659409453021> 9,983,526> ItemTransactionManager.receiveOnClient> 2 [ 1825548055 : 813238156 => -1 ]
DEBUG: Multiplayer , 1659409453154> 9,983,659> ItemTransactionManager.receiveOnClient> 2 [ 1526228870 : 813238156 => -1 ]
DEBUG: Multiplayer , 1659409453287> 9,983,793> ItemTransactionManager.receiveOnClient> 2 [ 1987440142 : 813238156 => -1 ]
DEBUG: Multiplayer , 1659409453421> 9,983,926> ItemTransactionManager.receiveOnClient> 2 [ 163995545 : 813238156 => -1 ]
DEBUG: Multiplayer , 1659409453554> 9,984,059> ItemTransactionManager.receiveOnClient> 2 [ 1179035929 : 813238156 => -1 ]
DEBUG: Multiplayer , 1659409453687> 9,984,193> ItemTransactionManager.receiveOnClient> 2 [ 1575740152 : 813238156 => -1 ]
DEBUG: Multiplayer , 1659409453821> 9,984,326> ItemTransactionManager.receiveOnClient> 2 [ 2022245985 : 813238156 => -1 ]
DEBUG: Multiplayer , 1659409453954> 9,984,459> ItemTransactionManager.receiveOnClient> 2 [ 437691078 : 813238156 => -1 ]
DEBUG: Multiplayer , 1659409454088> 9,984,593> ItemTransactionManager.receiveOnClient> 2 [ 1733906455 : 813238156 => -1 ]
DEBUG: Multiplayer , 1659409454221> 9,984,726> ItemTransactionManager.receiveOnClient> 2 [ 1875174344 : 813238156 => -1 ]
DEBUG: Multiplayer , 1659409454354> 9,984,859> ItemTransactionManager.receiveOnClient> 2 [ 1544403572 : 813238156 => -1 ]
DEBUG: Multiplayer , 1659409454488> 9,984,993> ItemTransactionManager.receiveOnClient> 2 [ 1922734540 : 813238156 => -1 ]
DEBUG: Multiplayer , 1659409454621> 9,985,126> ItemTransactionManager.receiveOnClient> 2 [ 332947777 : 813238156 => -1 ]
DEBUG: Multiplayer , 1659409454755> 9,985,259> ItemTransactionManager.receiveOnClient> 2 [ 1050421124 : 813238156 => -1 ]
DEBUG: Multiplayer , 1659409455005> 9,985,509> ItemTransactionManager.receiveOnClient> 2 [ 1632044565 : 813238156 => -1 ]
DEBUG: Multiplayer , 1659409455271> 9,985,776> ItemTransactionManager.receiveOnClient> 2 [ 1966233037 : 813238156 => -1 ]
DEBUG: Multiplayer , 1659409455521> 9,986,026> ItemTransactionManager.receiveOnClient> 2 [ 1456404198 : 813238156 => -1 ]
