DEBUG: General     , 1659312229815> 720,692> LoggerManager.init                  > Initializing...
LOG  : General     , 1659312993014> 1,483,883> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659312997311> 1,488,181> 1659312997311 znet: Client connecting
LOG  : General     , 1659312997312> 1,488,181> 1659312997312 znet: OnClientInitiateConnection
LOG  : General     , 1659312997312> 1,488,181> 1659312997312 znet: Sending server information
LOG  : General     , 1659312997411> 1,488,281> 1659312997411 znet: Client has begun authentication
LOG  : General     , 1659312997412> 1,488,281> 1659312997412 znet: got token from the client
LOG  : General     , 1659312997412> 1,488,281> 1659312997412 znet: BeginAuthSession() ok
LOG  : General     , 1659312997712> 1,488,580> 1659312997712 znet: OnValidateAuthTicketResponse response=0 SteamID=76561199187795983
LOG  : General     , 1659312997712> 1,488,580> 1659312997712 znet: Auth succeeded
LOG  : General     , 1659312998015> 1,488,883> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313000041> 1,490,910> 1659313000041 znet: New connection
LOG  : General     , 1659313000041> 1,490,910> 1659313000041 znet: Java_zombie_core_raknet_RakNetPeerInterface_GetClientSteamID
DEBUG: Voice       , 1659313000041> 1,490,910> VoiceManager.VoiceConnectAccept     > uuid=1800041957d2873
LOG  : General     , 1659313000105> 1,490,974> 1659313000105 znet: Java_zombie_core_raknet_RakNetPeerInterface_getIPFromGUID
LOG  : General     , 1659313000105> 1,490,974> 1659313000105 znet: Java_zombie_core_raknet_RakNetPeerInterface_GetClientSteamID
LOG  : General     , 1659313000105> 1,490,974> 1659313000105 znet: Java_zombie_core_raknet_RakNetPeerInterface_GetClientOwnerSteamID
LOG  : General     , 1659313000105> 1,490,974> 76561199187795983 isCoopHost=false
LOG  : Network     , 1659313000107> 1,490,976> Connected new client feng min enjoyer ID # 4 and assigned DL port 16263
LOG  : General     , 1659313003015> 1,493,883> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313008114> 1,498,984> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313013115> 1,503,983> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313018131> 1,509,000> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313023215> 1,514,083> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313028215> 1,519,083> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313033314> 1,524,183> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313038314> 1,529,183> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313043414> 1,534,283> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313048431> 1,539,300> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313053514> 1,544,383> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313058514> 1,549,383> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313063614> 1,554,483> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313068615> 1,559,483> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313073614> 1,564,483> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313078614> 1,569,483> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313083731> 1,574,600> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313088815> 1,579,683> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313093815> 1,584,683> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313098815> 1,589,683> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313103914> 1,594,783> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313108914> 1,599,783> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313114014> 1,604,883> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313119014> 1,609,883> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313124114> 1,614,983> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313124282> 1,615,151> NetChecksum: PacketTotalChecksum lua=true script=true
LOG  : General     , 1659313129214> 1,620,083> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313134214> 1,625,083> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313139215> 1,630,083> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313144214> 1,635,083> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313149314> 1,640,183> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313154314> 1,645,183> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313159314> 1,650,183> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313164315> 1,655,183> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313164424> 1,655,293> User:'feng min enjoyer' ip:40.81.247.42 is trying to connect
LOG  : General     , 1659313164425> 1,655,293> Warning, root node parent is always null.
LOG  : General     , 1659313164426> 1,655,294>  - EHE: IsoPlayers adding:Alfonso Barbossa
LOG  : General     , 1659313164426> 1,655,294> 1659313164426 znet: Java_zombie_core_znet_SteamGameServer_BUpdateUserData 'feng min enjoyer' id=76561199187795983
LOG  : General     , 1659313165574> 1,656,443> command entered via server console (System.in): "invite-add@76561199187795983"
LOG  : General     , 1659313165574> 1,656,443> command entered via server console (System.in): "invite-add@76561198233812488"
LOG  : General     , 1659313169315> 1,660,183> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313174415> 1,665,283> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313179514> 1,670,383> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313184514> 1,675,383> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313189614> 1,680,483> command entered via server console (System.in): "ping@pong"
DEBUG: Multiplayer , 1659313189819> 1,680,688> ItemTransactionManager.receiveOnServer> set accepted [ 817049296 : -1 => 2045898779 ]
DEBUG: Multiplayer , 1659313189970> 1,680,839> ItemTransactionManager.receiveOnServer> remove processed [ 817049296 : -1 => 2045898779 ]
LOG  : General     , 1659313194631> 1,685,500> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313199715> 1,690,583> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313204715> 1,695,583> command entered via server console (System.in): "ping@pong"
DEBUG: Multiplayer , 1659313208166> 1,699,035> ItemTransactionManager.receiveOnServer> set accepted [ 821027115 : -1 => -1 ]
DEBUG: Multiplayer , 1659313208166> 1,699,036> ItemTransactionManager.receiveOnServer> remove processed [ 821027115 : -1 => -1 ]
DEBUG: Multiplayer , 1659313209206> 1,700,074> ItemTransactionManager.receiveOnServer> set accepted [ 993748928 : -1 => -1 ]
DEBUG: Multiplayer , 1659313209206> 1,700,075> ItemTransactionManager.receiveOnServer> remove processed [ 993748928 : -1 => -1 ]
LOG  : General     , 1659313209814> 1,700,683> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313214815> 1,705,683> command entered via server console (System.in): "ping@pong"
DEBUG: Multiplayer , 1659313215264> 1,706,133> ItemTransactionManager.receiveOnServer> set accepted [ 35659251 : -1 => 2045898779 ]
DEBUG: Multiplayer , 1659313215710> 1,706,578> ItemTransactionManager.receiveOnServer> remove processed [ 35659251 : -1 => 2045898779 ]
DEBUG: Multiplayer , 1659313215710> 1,706,579> ItemTransactionManager.receiveOnServer> set accepted [ 36870494 : -1 => 2045898779 ]
DEBUG: Multiplayer , 1659313216171> 1,707,040> ItemTransactionManager.receiveOnServer> remove processed [ 36870494 : -1 => 2045898779 ]
DEBUG: Multiplayer , 1659313216171> 1,707,040> ItemTransactionManager.receiveOnServer> set accepted [ 1050282653 : -1 => 2045898779 ]
DEBUG: Multiplayer , 1659313216647> 1,707,516> ItemTransactionManager.receiveOnServer> remove processed [ 1050282653 : -1 => 2045898779 ]
DEBUG: Multiplayer , 1659313218156> 1,709,025> ItemTransactionManager.receiveOnServer> set accepted [ 1481134087 : -1 => 2045898779 ]
DEBUG: Multiplayer , 1659313218259> 1,709,128> ItemTransactionManager.receiveOnServer> remove processed [ 1481134087 : -1 => 2045898779 ]
LOG  : General     , 1659313219815> 1,710,683> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313224815> 1,715,683> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313229914> 1,720,783> command entered via server console (System.in): "ping@pong"
DEBUG: Multiplayer , 1659313230931> 1,721,800> ItemTransactionManager.receiveOnServer> set accepted [ 1854426847 : -1 => 2045898779 ]
DEBUG: Multiplayer , 1659313230931> 1,721,800> ItemTransactionManager.receiveOnServer> remove processed [ 1854426847 : -1 => 2045898779 ]
DEBUG: Multiplayer , 1659313232424> 1,723,293> ItemTransactionManager.receiveOnServer> set accepted [ 2143375398 : -1 => 2045898779 ]
DEBUG: Multiplayer , 1659313232532> 1,723,400> ItemTransactionManager.receiveOnServer> remove processed [ 2143375398 : -1 => 2045898779 ]
DEBUG: Multiplayer , 1659313233776> 1,724,644> ItemTransactionManager.receiveOnServer> set accepted [ 1050357170 : -1 => 2045898779 ]
DEBUG: Multiplayer , 1659313233886> 1,724,754> ItemTransactionManager.receiveOnServer> remove processed [ 1050357170 : -1 => 2045898779 ]
LOG  : General     , 1659313234914> 1,725,783> command entered via server console (System.in): "ping@pong"
DEBUG: Multiplayer , 1659313237601> 1,728,470> ItemTransactionManager.receiveOnServer> set accepted [ 1201023535 : -1 => -1 ]
DEBUG: Multiplayer , 1659313238376> 1,729,245> ItemTransactionManager.receiveOnServer> remove processed [ 1201023535 : -1 => -1 ]
LOG  : General     , 1659313239915> 1,730,783> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313244914> 1,735,783> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313249914> 1,740,783> command entered via server console (System.in): "ping@pong"
DEBUG: Multiplayer , 1659313252625> 1,743,493> ItemTransactionManager.receiveOnServer> set accepted [ 35453672 : -1 => 2045898779 ]
DEBUG: Multiplayer , 1659313252927> 1,743,795> ItemTransactionManager.receiveOnServer> remove processed [ 35453672 : -1 => 2045898779 ]
DEBUG: Multiplayer , 1659313254504> 1,745,373> ItemTransactionManager.receiveOnServer> set accepted [ 100634115 : -1 => 2045898779 ]
DEBUG: Multiplayer , 1659313254509> 1,745,378> ItemTransactionManager.receiveOnServer> remove processed [ 100634115 : -1 => 2045898779 ]
LOG  : General     , 1659313255014> 1,745,883> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313260014> 1,750,883> command entered via server console (System.in): "ping@pong"
DEBUG: Multiplayer , 1659313260324> 1,751,193> ItemTransactionManager.receiveOnServer> set accepted [ 37759174 : -1 => 2045898779 ]
DEBUG: Multiplayer , 1659313260509> 1,751,377> ItemTransactionManager.receiveOnServer> remove processed [ 37759174 : -1 => 2045898779 ]
DEBUG: Multiplayer , 1659313263360> 1,754,229> ItemTransactionManager.receiveOnServer> set accepted [ 1823314456 : -1 => 2045898779 ]
DEBUG: Multiplayer , 1659313263459> 1,754,328> ItemTransactionManager.receiveOnServer> remove processed [ 1823314456 : -1 => 2045898779 ]
DEBUG: Multiplayer , 1659313263459> 1,754,328> ItemTransactionManager.receiveOnServer> set accepted [ 127339208 : -1 => 2045898779 ]
DEBUG: Multiplayer , 1659313263631> 1,754,500> ItemTransactionManager.receiveOnServer> remove processed [ 127339208 : -1 => 2045898779 ]
DEBUG: Multiplayer , 1659313263631> 1,754,500> ItemTransactionManager.receiveOnServer> set accepted [ 936810453 : -1 => 2045898779 ]
DEBUG: Multiplayer , 1659313264179> 1,755,048> ItemTransactionManager.receiveOnServer> remove processed [ 936810453 : -1 => 2045898779 ]
LOG  : General     , 1659313265015> 1,755,883> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313270015> 1,760,883> command entered via server console (System.in): "ping@pong"
DEBUG: Multiplayer , 1659313270257> 1,761,125> ItemTransactionManager.receiveOnServer> set accepted [ 733703898 : -1 => 2045898779 ]
DEBUG: Multiplayer , 1659313271023> 1,761,891> ItemTransactionManager.receiveOnServer> remove processed [ 733703898 : -1 => 2045898779 ]
DEBUG: Multiplayer , 1659313271678> 1,762,547> ItemTransactionManager.receiveOnServer> set accepted [ 539441940 : -1 => 2045898779 ]
DEBUG: Multiplayer , 1659313271775> 1,762,644> ItemTransactionManager.receiveOnServer> remove processed [ 539441940 : -1 => 2045898779 ]
LOG  : General     , 1659313275015> 1,765,883> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313280115> 1,770,983> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313285214> 1,776,083> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313290232> 1,781,100> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313295315> 1,786,183> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313300414> 1,791,283> command entered via server console (System.in): "ping@pong"
DEBUG: Multiplayer , 1659313303643> 1,794,511> ItemTransactionManager.receiveOnServer> set accepted [ 209478112 : -1 => 2045898779 ]
DEBUG: Multiplayer , 1659313303747> 1,794,615> ItemTransactionManager.receiveOnServer> remove processed [ 209478112 : -1 => 2045898779 ]
LOG  : General     , 1659313305414> 1,796,283> command entered via server console (System.in): "ping@pong"
DEBUG: Multiplayer , 1659313307164> 1,798,033> ItemTransactionManager.receiveOnServer> set accepted [ 1933965063 : -1 => -1 ]
DEBUG: Multiplayer , 1659313307169> 1,798,038> ItemTransactionManager.receiveOnServer> remove processed [ 1933965063 : -1 => -1 ]
LOG  : General     , 1659313310514> 1,801,383> command entered via server console (System.in): "ping@pong"
DEBUG: Multiplayer , 1659313311273> 1,802,142> ItemTransactionManager.receiveOnServer> set accepted [ 1852603951 : -1 => 2045898779 ]
DEBUG: Multiplayer , 1659313311576> 1,802,445> ItemTransactionManager.receiveOnServer> remove processed [ 1852603951 : -1 => 2045898779 ]
DEBUG: Multiplayer , 1659313313185> 1,804,053> ItemTransactionManager.receiveOnServer> set accepted [ 875785492 : -1 => 2045898779 ]
DEBUG: Multiplayer , 1659313313290> 1,804,158> ItemTransactionManager.receiveOnServer> remove processed [ 875785492 : -1 => 2045898779 ]
LOG  : General     , 1659313315614> 1,806,483> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313320615> 1,811,483> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313325715> 1,816,583> command entered via server console (System.in): "ping@pong"
LOG  : General     , 1659313330715> 1,821,583> command entered via server console (System.in): "ping@pong"
DEBUG: Multiplayer , 1659313332298> 1,823,167> ItemTransactionManager.receiveOnServer> set accepted [ 71788010 : -1 => 2045898779 ]
DEBUG: Multiplayer , 1659313332298> 1,823,167> ItemTransactionManager.receiveOnServer> remove processed [ 71788010 : -1 => 2045898779 ]
DEBUG: Multiplayer , 1659313334704> 1,825,572> ItemTransactionManager.receiveOnServer> set accepted [ 1734825244 : -1 => 2045898779 ]
DEBUG: Multiplayer , 1659313334794> 1,825,662> ItemTransactionManager.receiveOnServer> remove processed [ 1734825244 : -1 => 2045898779 ]
DEBUG: Multiplayer , 1659313334794> 1,825,663> ItemTransactionManager.receiveOnServer> set accepted [ 1067954588 : -1 => 2045898779 ]
DEBUG: Multiplayer , 1659313334911> 1,825,779> ItemTransactionManager.receiveOnServer> remove processed [ 1067954588 : -1 => 2045898779 ]
